,track_name,track_artist,lyrics
13838,Vivir Bailando,Silvestre Dangond,"[Letra de ""Vivir Bailando"" ft. Maluma]

[Intro: Silvestre Dangond & Maluma]
Maluma
Silvestre
Worldwide, baby
Y yo aquí pensando que tú eres bonita
Ay, creo que si lo intento puedo enamorarte (Puedo enamorarte)
No es casualidad que te tenga cerquita (Ayayayayay)
A poca distancia pa' poder besarte (¡Maluma!)

[Pre-Coro: Maluma & Silvestre Dangond]
Tócame, yo sé que nos gustamo', no digas que no
Siente con tu mano lo que siento hoy
Esta es muy real, que esta te va a gustar
Y es verdad
Que no he sido un santo y tampoco el peor
Si he sido un mujeriego es por falta de amor
Pero eso con tus brazo' se podría cambiar (Directo al cuarto)

[Coro: Silvestre Dangond & Maluma]
Y yo quiero vivir bailando la vida contigo (Wuuh)
Y todo el tiempo vivir en tus brazo'
Y caminar por el mundo, descalzo (Ayayayay)
Y yo quiero vivir bailando la vida contigo (-tigo)
Y que tengamo' los hijo' que quiera' (Ay)
Tú dime si a ti te gusta la idea (Okey)

[Post-Coro: Maluma & Silvestre Dangond]
Si tú quiere', mamacita, que tengamo' varios hijos para mí es mejor, para mí es mejor (Dale, cántala; sí, bailotéala)
Porque así yo viviría solamente practicándolo contigo amor, contigo amor (Ja)
Y si tú quiere', mamacita, que tengamo' varios hijos para mí es mejor, para mí es mejor
Porque así yo viviría solamente practicándolo contigo amor (Contigo amor)

[Verso: Maluma & Silvestre Dangond]
Vamos a la práctica, no seas timida (Okey)
Quiero conocerte en la intimidad (-timidad)
Hagámoslo muy lento, despacio (Eeh-eeh)
Con tus caricia' quiero llegar al espacio (¡Dile!)
Soy tu sugar daddy, y tú eres mi mami (Wuh)
Por toda la habitación haremos un safari (-fari)
Algo exótico, erótico
Prometo va a ser magnífico (No, no; yeah-eh)
Y vámonos de fuga (Yeah-eh)
Donde nadie nos vea (Yeah-eh)
Y nos vamo' pa' Urumita (Yeah-eh)
Ay, que esa tierra es bonita

[Coro: Maluma & Silvestre Dangond]
¡Y! Yo quiero vivir bailando la vida contigo (Ayayay)
Y todo el tiempo vivir en tus brazo' (Viva el amor)
Y caminar por el mundo, descalzo (Viva el amor)
Y yo quiero vivir bailando la vida contigo (¿Cómo?)
Y que tengamo' los hijo' que quiera'
Tú dime si a ti te gusta la idea (Okey)

[Puente: Maluma & Silvestre Dangond]
(Okey)
Ja, ja, oah (Okey)
Habla
Oye Silvestre (Habla)
En Valledupar nos tomamos un whisky (Oah)
Pero en Medallo nos tomamos un güaro, papá

[Coro: Maluma & Silvestre Dangond]
¡Y! Yo quiero vivir bailando la vida contigo (Ayayay)
Y todo el tiempo vivir en tus brazo' (Viva el amor)
Y caminar por el mundo, descalzo
Y yo quiero vivir bailando la vida contigo (¿Cómo?)
Y que tengamo' los hijo' que quiera'
Tú dime si a ti te gusta la idea (Okey)

[Outro: Maluma & Silvestre Dangond]
Si tú quiere', mamacita, que tengamo' varios hijos para mí es mejor, para mí es mejor
Porque así yo viviría solamente practicándolo contigo amor (Jajaja)
Contigo amor (Maluma, ba-ba-baby)
Y si tú quiere', mamacita, que tengamo' varios hijos para mí es mejor (Okey)
Silvestre Dangond
Para mí es mejor
Colombia
Porque así yo viviría solamente practicándolo contigo amor
El mundo entero
Una y otra vez
"
13826,La Mejor Versión de Mi,Natti Natasha,"[Letra de ""La Mejor Versión de Mí""]

[Verso 1]
La mejor versión de mí, no la conociste tú
Porque siempre me frenaste con tu pésima actitud
Nunca pude ser quien era por amarte a tu manera
Me olvidé hasta de ser yo

[Verso 2]
La mejor versión de mí, está a punto de llegar
Porque estoy recuperando toda mi seguridad
Esa que me arrebataste con tus celos sin sentido
Con tu forma de pensar

[Pre-Coro 1]
Pero me llegó el momento y quise ser más fuerte
Y ahora estoy tan convencida que no debo verte
Que perdí mi tiempo mientras tú ganabas
Porque valgo mucho más de lo que imaginabas

[Coro]
Y ahora estoy aquí, disfrutando la mejor versión de mí

[Pre-Coro 2]
Y porque hoy que no te tengo, tengo tantas cosas
Ahora empiezo a disfrutar un poco más las rosas
Por fa', no me insistas, tampoco lo intentes
Si ya sé que nunca cumples lo que me prometes

[Coro]
Y ahora estoy aquí, disfrutando la mejor versión de mí

[Outro]
No te toca a ti disfrutar de la mejor versión de mí
"
13828,Yo No Sé Mañana,Luis Enrique,"[Letra de ""Yo No Sé Mañana""]

[Intro]
Uuuuh
No
No, no, no, no

[Verso 1]
Yo no sé si tú, no sé si yo
Seguiremos siendo como hoy
No sé si después de amanecer
Vamos a sentir la misma sed
Para qué pensar y suponer
No preguntes cosas que no sé, yo no sé
No sé dónde vamos a parar
Eso ya la piel nos lo dirá
¿Para qué jurar y prometer algo que no está en nuestro poder?
Yo no sé lo que es eterno
No me pidas algo que es del tiempo

[Coro]
Yo no sé mañana, yo no sé mañana
Si estaremos juntos, si se acaba el mundo
Yo no sé si soy para ti, si serás para mí
Si lleguemos a amarnos o a odiarnos
Yo no sé mañana, yo no sé mañana quién va a estar aquí

[Verso 2]
De un cafe pasamos al sofá
De un botón a todo lo demás
No pusimos reglas ni reloj
Aquí estamos solos tú y yo
Todo lo que ves es lo que soy
No me pidas más de lo que doy, no

[Coro]
Yo no sé mañana, yo no sé mañana
Si estaremos juntos, si se acaba el mundo
Yo no sé si soy para ti, si serás para mí
Si lleguemos a amarnos o a odiarnos
Yo no sé mañana, yo no sé mañana quién va a estar aquí

[Puente]
Esta vida es igual que un libro, cada pagina es un día vivido
No tratemos de correr antes de andar
Esta noches estamos vivos, solo este momento es realidad
No, oh, no, no sé, oh

[Refrán]
Yo no sé mañana
Esta vida es una ruleta que gira sin parar
Yo no sé mañana
Yo no sé si tú, yo no sé si yo, cómo será el final
Yo no sé mañana
Puede ser peor, o puede ser mejor
Yo no sé mañana
Deja que el corazón decida, vida mía, lo que sentimos
Mañana, yo no sé
Yo no sé, yo no sé mañana
Ahora lo que vivimos es algo realmente lindo
Quién puede saber lo que pasará mañana, no hay nada escrito
Yo no sé, yo no sé mañana
Estamos solos tú y yo
Y los momentos hay que vivirlos, hay que vivirlos
¡Oye!
Yo no sé, yo no sé
Yo no sé, yo no sé

[Coro]
Yo no sé mañana, yo no sé mañana
Si estaremos juntos, si se acaba el mundo
Yo no sé si soy para ti, si serás para mí
Si lleguemos a amarnos o a odiarnos
Yo no sé mañana, yo no sé mañana
"
13825,Tu Cariñito,Puerto Rican Power,"[Letra de ""Tu Cariñito""]

[Verso 1]
Yo te ando buscando como un loco por el mundo
Y sin ti ya no aguanto un segundo
Alguien venga, dígamelo ya
Si la han visto por aquí o la han visto por allá
Porque la busco, yo la busco y no la encuentro
Ya yo quiero que llegue ese momento
En que yo le pueda decir
Que sin ti, mi vida, no puedo vivir

[Coro]
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito mi amor
Y que me llenes de besitos y más
Porque eres tú la nena que quiero yo (Oh-oh)
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito mi amor
Y que me llenes de besitos y más
Porque eres tú la nena que quiero yo (Oh-oh)

[Verso 2]
La ando buscando por los siete mares
Debajo de las piedras y en mil lugares
Alguien venga, dígamelo ya
Si la han visto por aquí o la han visto por allá
Ya he perdido la noción del tiempo
No sé la hora, el día, ni el momento
Si alguien sabe, dígamelo ya
Si ha pasado un año, un siglo o una eternidad

[Coro]
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito mi amor
Y que me llenes de besitos y más
Porque eres tú la nena que quiero yo (Oh-oh)
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito mi amor
Y que me llenes de besitos y más
Porque eres tú la nena que quiero yo (Oh-oh)

[Verso 3]
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito, mi amor
Y que me llene' de besitos y más, y muah
Porque eres tú la nena que quiero yo
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito, mi amor
Ando buscando por los siete mares
Debajo de las piedras y en mil lugares
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito, mi amor
Yo no aguanto ni un segundo
Estoy como un loco por el mundo
Porque yo quiero que tu vuelvas a mí
Que me des tu cariñito, mi amor
Que venga alguien y me lo diga
Si la ha visto yo lo quiero, lo quiero, lo quiero
Porque yo quiero-

[Verso 4]
Yo quiero, yo quiero, yo quiero tu cariñito aquí
Te busco por el mundo y no te puedo conseguir
Navego por los mares sin poder hallarte
Que anhelo ese gran día que pueda encontrarte

[Puente 1]
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero que me llenes de besitos
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero que me des tu cariñito
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero, no aguanto más ni un segundo
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero, como un loco por el mundo
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero, y la busco por aquí
Porque yo quiero que tú vuelvas, vuelvas
Porque yo quiero, y yo la busco por allá

¿Qué pajó?
¡Puerto Rican Power!

[Puente 2]
Que me des y que me des
Que me des tu cariñito, uh
Yo lo necesito
Que me des tu cariñito, uh
Dámelo poco a poquito
Que me des tu cariñito, uh
Cariñito, cariñito
Que me des tu cariñito, uh
Acarameladito
Que me des tu cariñito, uh

[Outro]
Porque yo quiero un besito
Que me des tu cariñito
Yo quiero, yo quiero mi nena, que tú vuelvas a mí
Que sin ti mi vida no puedo vivir
Uh
"
13834,Tu Amor Me Hace Bien,Marc Anthony,"[Letra de ""Tu Amor Me Hace Bien""]

[Intro]
¡Opa!

[Verso 1]
Te quiero así, deliciosa, insospechada
Porque creo en tu palabra
Porque yo siento que aún te necesito
Porque me alteras las ganas
Te quiero así, estruendosa y delicada
Entre alegría y nostalgia
Porque me gusta tenerte, vida mía
Y no quiero que te vayas
Porque el amor, cuando es verdad sale del alma
Nos aturde los sentidos
Y de pronto descubrimos que la piel se enciende en llamas

[Coro]
Bien, tu amor me hace bien
Tu amor me desarma
Ay, tu amor me controla
Eh, eh-eoh, me endulza, me encanta
Eh, eh, pero bien, tu amor me hace bien
Tu amor me desarma
Ay, tu amor me controla
Eh, eh-eoh, me vence, me amarra, eh, eh
Mira que me hace bien, ay, que me hace bien

[Verso 2]
Te quiero así, tan precisa, equivocada
Con tus detalles que matan
Porque tenerte a mi lado me hace fuerte
Si eres mi reina y mi espada
Te quiero así, cuando ríes, cuando callas
Porque al caer, me levantas
Porque mi voz y mi espíritu se agitan
Cuando dices que me amas
Porque tu amor, como es verdad me vuelve el alma
Me despierta los sentidos
Y de pronto descubrí que aquí en mi piel se enciende en llamas

[Coro]
Ay, bien, tu amor me hace bien
Tu amor me desarma
Ay, tu amor me controla
Eh, eh-eoh, me endulza, me encanta
Eh, eh, eh
¡Epa!

[Interludio Instrumental]

[Puente]
Ay, cómo te quiero
Ay, cómo te adoro
Ay, lolita, linda
Tú eres mi tesoro

[Outro]
¡Uy, es que me vuelves loco!
"
13844,Adicto,Prince Royce,"[Letra de ""Adicto""]

[Intro: Prince Royce, Marc Anthony]
Yo', Marc
Royce
Listen

[Verso 1: Prince Royce]
Ayer me enamoré
De la rubia que estaba bien dura, me habló en inglés
También francés
Ayer le prometí
A una rusa llevarla de compras a un mall en París
Dijo que sí

[Pre-Estribillo: Marc Anthony]
Ya todo has entregado
Casi todo has vendido
Ya no te queda nada
Yo soy tu único amigo
Estás desesperado en busca de cariño
Pero te gustan todas
Y no tienes dedo pa' tanto anillo

[Estribillo: Prince Royce, Marc Anthony]
Ella me baila donde no hay luces
Yo pago el precio, ella se luce
Tantos recuerdos de aquel cuartico
Lo reconozco, soy un adicto, adicto
Veinticinco horas
Diez bailes al día
Entras por la noche
Sales por el día
Veinticinco horas
Diez bailes al día
Entro por la noche
Salgo por el día
Lo reconozco, soy un adicto

[Verso 2: Marc Anthony, Prince Royce]
Ayer yo te encontré
Ahí gastando lo que te quedaba con más de tres
Y me preocupé
Amigo, yo lo sé
Sé que tienes razón pero que hago si ya probé
Me enamoré

[Pre-Estribillo: Marc Anthony]
Ya todo has entregado
Casi todo has vendido
Ya no te queda nada
Yo soy tu único amigo
Estás desesperado en busca de cariño
Pero te gustan todas
Y no tienes dedo pa' tanto anillo

[Estribillo: Prince Royce, Marc Anthony]
Ella te baila donde no hay luces
Pagas el precio y ella se luce
Tantos recuerdos de aquel cuartico
Lo reconozco, soy un adicto, adicto
Veinticinco horas
Diez bailes al día
Entras por la noche
Sales por el día
Veinticinco horas
Diez bailes al día
Entro por la noche
Salgo por el día
Lo reconozco, soy un adicto

[Puente: Prince Royce]
Yo' papi I got you
I'm caught up man
It happens
But have you seen her?
Yo' es que me encantan
Oh, I know, been there
It's gonna be alright
Royce

[Estribillo: Prince Royce, Marc Anthony]
Ella te baila donde no hay luces
Pagas el precio y ella se luce
Tantos recuerdos de aquel cuartico
Lo reconozco, soy un adicto, adicto
Veinticinco horas
Diez bailes al día
Entras por la noche
Sales por el día
Veinticinco horas
Diez bailes al día
Entro por la noche
Salgo por el día
Lo reconozco, soy un adicto
"
13812,On My Side,Hounded,"[Verse 1]
More than words to explain
The way you make me behave
I thought that we could relate
So stop hurting, it's all working

[Pre-Chorus]
And you only have to call my name
And I'll drop everything in sight
I'm holding up these walls for you
So stop hurting, it's all working

[Chorus]
And if you're feeling lonely
Don't worry, I'm on your side
And if you think you're hurting
Come find me, get on my side
Get on my side
Get on my side

[Pre-Chorus]
And you only have to call my name
And I'll drop everything in sight
I'm holding up these walls for you
So stop hurting, it's all working

[Chorus]
And if you're feeling lonely
Don't worry, I'm on your side
And if you think you're hurting
Come find me, get on my side
Get on my side
Get on my side
"
13875,Cariñito,Lila Downs,"Lloro por quererte
Por amarte
Por desearte

Lloro por quererte
Por amarte
Por desearte

Ay, cariño
Ay, mi vida
Nunca,  pero nunca
Me abandones
Cariñito
Nunca, pero nunca
Me abandones
Cariñito

Lloro por quererte
Por amarte
Por desearte

Lloro por quererte
Por amarte
Por desearte

Ay, cariño
Ay, mi vida
Nunca,  pero nunca
Me abandones
Cariñito
Nunca, pero nunca
Me abandones
Cariñito

Eh, Ah!

La panorámica del fortín
"
13867,Dos Locos,Monchy & Alexandra,"El tiempo no ha logrado que te olvide
No a borrado las huellas de tu amor
Todavia siento el sabor de tus besos en mi boca
Todavia siento tus manos acariciandome la piel
Y yo no quiero seguir asi
Estando con ella Y pensando en ti
A mi me esta pasando igual
No dejo de pensar en ti
El dia que me levanto contigo en la cabeza
Lo llamo por tu nombre
Y yo no quiero seguir asi
Estando con ella Y pensando en ti
Que tontos, que locos somos tu Y yo
Estando con otros Y amandonos
Que tontos, que locos somos tu Y yo
Estando con otros Y aun amandonos
Y yo no quiero seguir asi
Estando con ella Y pensando en ti
A mi me esta pasando igual
No dejo de pensar en ti
El dia que me levanto contigo en la cabeza
Lo llamo por tu nombre
Y yo no quiero seguir asi
Estando con ella Y pensando en ti
Que tontos, que locos somos tu Y yo
Estando con otros Y amandonos
Que tontos, que locos somos tu Y yo
Estando con otros Y aun amandonos
Todavia no me acostumbro
Ni al cafe hecho por sus manos
Me sabe mal
No es como el tuyo
Y yo cuando siento sus caricias
Cierro los ojos Y pienso en ti
Que tontos, que locos somos tu Y yo
Estando con otros Y amandonos
Que tontos, que locos somos tu Y yo
Estando con otros Y aun amandonos(3x)
Que tontos...
"
13858,"Oiga, Mire, Vea",Guayacán Orquesta,"[Jairo Ruiz]
[Verso 1]
Si huele a caña tabaco y brea
Uste' está en Cali, ay mire vea!
Si las mujeres son lindas y hermosas
Aquí no hay fea para que vea

Mi Cali se está adornando para su fiesta más popular
Con caña dulce el melao hierve en la paila hasta amanecer
Habrá corrida de toros y por la noche fiesta y rumba
En Cali mirá, se sabe gozar
En Cali mirá, se sabe gozar

De día su sol ardiente hace que mi Cali se caliente
De noche sus callecitas con farolitos se ven bonitas
Afinen bien las orquestas que este año si vamo' a reventar
La rumba empezó en la sexta y vamo' a Juanchito es a rematar

Con salsa de aquí, con mucho maní
Con salsa de aquí, con mucho maní

[Estribillo]
Oiga mire vea, véngase a Cali para que vea
Oiga mire vea, goce la feria para que vea
Si uste' va llegando váyase entonando
Que de baile en baile se va acomodando
De día en la plaza corrida de toros
De noche casetas sin hembras, ni modo

Oiga mire vea, véngase a Cali para que vea
Si va uste' a Juanchito la pasa bonito
Si va al barrio obrero se vuelve rumbero
Si se me acalora, no mire la hora
Tómese un raspao' y cuento acabao

Oiga mire vea, goce la feria para que vea
Aquí no hay problema, aquí no hay pelea
Mi gente de Cali disfruta y rumbea
Pida una botella pida una caneca
Que en mi Cali bella mi gente respeta

Oiga mire vea, vengase a Cali para que vea
Vaya despacito si ya va prendido
Si va manejando, se mete en un lío
Quédese quietico, ya está amanecido
Y después de canse, váyase pa' Pance

[Estribillo 2]

Oiga mire vea, véngase a Cali para que vea
Oiga mire vea, goce la feria para que vea
Oiga mire vea, véngase a Cali para que vea
Oiga mire vea, goce la feria para que vea

[Verso final]

Qué qué qué qué qué
Querían que te cantara
Cali te canto y te cantaré
Después que pasa la feria
La rumba sigue como es
Así queda demostrado
Y aquí queda comprobado
Que las mujeres de Cali tienen sabrosura
Salsa
Porque mueven la cintura
Las mujeres de Cali tienen sabrosura
Salsa
Porque mueven la cintura
"
